sample_id,mass_loaded_kg,grade_pct,friction_mu,visibility_m,comm_confidence,curve_radius_m,v_safe_kmh,v_stop_kmh,v_retarder_kmh,s_stop_m,h_safe_m,active_constraint,is_physically_safe
18,172690.18283232985,4.393365018657701,0.32915271913470384,14.07736410509283,0.47537022318211175,35.0,16.424332095466365,16.424332095466365,125.99999988298863,9.077364105092826,14.077364105092826,STOPPING_DISTANCE,True
19,169517.66245312922,2.4929222914887497,0.5644428984900671,23.46723153660334,0.22879816549162246,inf,20.0,26.888993967552075,125.99999988298863,18.467231536603343,23.467231536603343,SITE_SPEED_LIMIT,True
20,165095.00165531074,5.98865466488536,0.6081637436553402,36.2653219867867,0.6243540481337932,50.0,20.0,38.24604457876365,70.65282607566569,31.265321986786702,36.2653219867867,SITE_SPEED_LIMIT,True
21,169577.01058851037,8.036720768991145,0.32851179969799554,13.395652649871613,0.5393422419156507,50.0,15.039694570716767,15.039694570716767,44.971328698061406,8.395652649871614,13.395652649871614,STOPPING_DISTANCE,True
22,166643.75554829842,1.2208795470067335,0.617389954541014,21.03340271346387,0.2721322493846353,100.0,20.0,24.824710528685518,150.0,16.03340271346387,21.03340271346387,SITE_SPEED_LIMIT,True
23,171368.66810069777,8.607305832563434,0.2521494605155131,5.312845873903582,0.417411003148779,35.0,0.8596274283735204,0.8596274283735204,40.96938170369716,0.3128458739035817,5.312845873903582,STOPPING_DISTANCE,True
24,163540.2366458719,6.924360328902703,0.1988251044495548,17.123555020933466,0.16829104217293056,inf,15.228798931031537,15.228798931031537,55.7708929329738,12.123555020933466,17.123555020933466,STOPPING_DISTANCE,True
25,174430.92950605266,3.63629602379294,0.636856553229739,48.73019372244323,0.25178229582536416,50.0,20.0,46.72368540894814,125.99999988298863,43.73019372244322,48.73019372244322,SITE_SPEED_LIMIT,True
26,165872.8890641592,7.12270589924442,0.34954809700978834,11.663911847902995,0.266781014275285,50.0,12.437710002257951,12.437710002257951,53.453005377911026,6.6639118479029955,11.663911847902995,STOPPING_DISTANCE,True
27,161704.08848781761,2.7864646423661146,0.38384666173344034,45.87196486849942,0.1448948720912231,inf,20.0,44.764866544425814,125.99999988298863,40.87196486849942,45.87196486849942,SITE_SPEED_LIMIT,True
28,165019.68652215702,4.477831645730916,0.5074438533577877,29.880189008209758,0.08085332633271525,inf,20.0,31.635355102148512,125.99999988298863,24.88018900820975,29.88018900820975,SITE_SPEED_LIMIT,True
29,168955.15973521525,3.677831327192532,0.5217353987663131,33.453762376711076,0.5357746840747585,inf,20.0,36.70376780024413,125.99999988298863,28.453762376711083,33.45376237671108,SITE_SPEED_LIMIT,True
30,160453.0627260263,7.983451249845511,0.2516397553481437,11.782289478444326,0.6958128067908819,100.0,12.020899222845218,12.020899222845218,45.387230395115914,6.782289478444326,11.782289478444326,STOPPING_DISTANCE,True
31,173533.02476839232,0.16587828927856152,0.3792735213192783,28.044187623467643,0.6451727904094499,inf,20.0,33.718001813689895,150.0,23.044187623467646,28.044187623467646,SITE_SPEED_LIMIT,True
32,169367.9470781769,9.40523264489604,0.48121297268461805,22.890740948938504,0.837710105907328,100.0,20.0,26.425334909573134,36.46856937792154,17.890740948938504,22.890740948938504,SITE_SPEED_LIMIT,True
33,161083.7335383188,9.246936182785628,0.3902795697003045,44.48027090214415,0.659984046034179,50.0,20.0,42.317274897816155,37.27842003520579,39.480270902144156,44.480270902144156,SITE_SPEED_LIMIT,True
34,163389.69241897162,9.821683433294355,0.39129021119064317,28.248615107195644,0.9962536997579243,50.0,20.0,31.518637369953467,34.50153853844853,23.248615107195647,28.248615107195647,SITE_SPEED_LIMIT,True
35,157799.79276158102,3.492095746126609,0.613988590983402,37.668005549160775,0.8870864242651173,inf,20.0,41.66900525041204,125.99999988298863,32.66800554916077,37.66800554916077,SITE_SPEED_LIMIT,True
36,170953.6362805682,8.877700987609598,0.6274722479773316,43.29178019453807,0.7853406511139436,inf,20.0,42.253261565609606,39.3203362781927,38.29178019453807,43.29178019453807,SITE_SPEED_LIMIT,True
37,166465.3623664934,0.05061583846218687,0.2597467578733172,12.236362313787438,0.6918951976926933,inf,14.25810453503158,14.25810453503158,150.0,7.236362313787438,12.236362313787438,STOPPING_DISTANCE,True
38,161428.24290986816,9.944574626108206,0.15361507272310418,12.916636370480543,0.4938937151834346,inf,9.147956038953685,9.147956038953685,33.96212993804365,7.916636370480545,12.916636370480546,STOPPING_DISTANCE,True
39,168849.88679965396,8.49223410494178,0.49890801116741507,34.592580153515456,0.09367476782809248,100.0,20.0,33.86370624487985,41.715652595870196,29.592580153515456,34.592580153515456,SITE_SPEED_LIMIT,True
40,171341.94761201952,6.3633261818589535,0.26797416951210873,16.270781837251285,0.978892858275009,100.0,18.642844829862277,18.642844829862277,63.71862310308964,11.270781837251283,16.270781837251285,STOPPING_DISTANCE,True
41,166383.4539966501,7.948113035416484,0.5019163596192258,27.618669189733644,0.4925176938188639,35.0,20.0,29.973484228915336,45.66762216266246,22.61866918973364,27.61866918973364,SITE_SPEED_LIMIT,True
